sample_id,image_id,row,col,label,roi_path,is_augmented,source_id,split
IMG_20260406_114618_r2_c0,white_IMG_20260406_114618,2,0,white,/content/data/roi/white/IMG_20260406_114618_r2_c0.jpg,False,IMG_20260406_114618_r2_c0,val
IMG_20260406_114618_r2_c1,white_IMG_20260406_114618,2,1,white,/content/data/roi/white/IMG_20260406_114618_r2_c1.jpg,False,IMG_20260406_114618_r2_c1,val
IMG_20260406_114618_r2_c2,white_IMG_20260406_114618,2,2,white,/content/data/roi/white/IMG_20260406_114618_r2_c2.jpg,False,IMG_20260406_114618_r2_c2,val
IMG_20260406_114623_r0_c0,white_IMG_20260406_114623,0,0,white,/content/data/roi/white/IMG_20260406_114623_r0_c0.jpg,False,IMG_20260406_114623_r0_c0,train
IMG_20260406_114623_r0_c1,white_IMG_20260406_114623,0,1,white,/content/data/roi/white/IMG_20260406_114623_r0_c1.jpg,False,IMG_20260406_114623_r0_c1,train
IMG_20260406_114623_r0_c2,white_IMG_20260406_114623,0,2,white,/content/data/roi/white/IMG_20260406_114623_r0_c2.jpg,False,IMG_20260406_114623_r0_c2,train
IMG_20260406_114623_r1_c0,white_IMG_20260406_114623,1,0,white,/content/data/roi/white/IMG_20260406_114623_r1_c0.jpg,False,IMG_20260406_114623_r1_c0,train
IMG_20260406_114623_r1_c1,white_IMG_20260406_114623,1,1,white,/content/data/roi/white/IMG_20260406_114623_r1_c1.jpg,False,IMG_20260406_114623_r1_c1,train
IMG_20260406_114623_r1_c2,white_IMG_20260406_114623,1,2,white,/content/data/roi/white/IMG_20260406_114623_r1_c2.jpg,False,IMG_20260406_114623_r1_c2,train
IMG_20260406_114623_r2_c0,white_IMG_20260406_114623,2,0,white,/content/data/roi/white/IMG_20260406_114623_r2_c0.jpg,False,IMG_20260406_114623_r2_c0,train
IMG_20260406_114623_r2_c1,white_IMG_20260406_114623,2,1,white,/content/data/roi/white/IMG_20260406_114623_r2_c1.jpg,False,IMG_20260406_114623_r2_c1,train
IMG_20260406_114623_r2_c2,white_IMG_20260406_114623,2,2,white,/content/data/roi/white/IMG_20260406_114623_r2_c2.jpg,False,IMG_20260406_114623_r2_c2,train
IMG_20260406_114652_r0_c0,white_IMG_20260406_114652,0,0,white,/content/data/roi/white/IMG_20260406_114652_r0_c0.jpg,False,IMG_20260406_114652_r0_c0,train
IMG_20260406_114652_r0_c1,white_IMG_20260406_114652,0,1,white,/content/data/roi/white/IMG_20260406_114652_r0_c1.jpg,False,IMG_20260406_114652_r0_c1,train
IMG_20260406_114652_r0_c2,white_IMG_20260406_114652,0,2,white,/content/data/roi/white/IMG_20260406_114652_r0_c2.jpg,False,IMG_20260406_114652_r0_c2,train
IMG_20260406_114652_r1_c0,white_IMG_20260406_114652,1,0,white,/content/data/roi/white/IMG_20260406_114652_r1_c0.jpg,False,IMG_20260406_114652_r1_c0,train
IMG_20260406_114652_r1_c1,white_IMG_20260406_114652,1,1,white,/content/data/roi/white/IMG_20260406_114652_r1_c1.jpg,False,IMG_20260406_114652_r1_c1,train
IMG_20260406_114652_r1_c2,white_IMG_20260406_114652,1,2,white,/content/data/roi/white/IMG_20260406_114652_r1_c2.jpg,False,IMG_20260406_114652_r1_c2,train
IMG_20260406_114652_r2_c0,white_IMG_20260406_114652,2,0,white,/content/data/roi/white/IMG_20260406_114652_r2_c0.jpg,False,IMG_20260406_114652_r2_c0,train
IMG_20260406_114652_r2_c1,white_IMG_20260406_114652,2,1,white,/content/data/roi/white/IMG_20260406_114652_r2_c1.jpg,False,IMG_20260406_114652_r2_c1,train
IMG_20260406_114652_r2_c2,white_IMG_20260406_114652,2,2,white,/content/data/roi/white/IMG_20260406_114652_r2_c2.jpg,False,IMG_20260406_114652_r2_c2,train
IMG_20260406_114707_r0_c0,white_IMG_20260406_114707,0,0,white,/content/data/roi/white/IMG_20260406_114707_r0_c0.jpg,False,IMG_20260406_114707_r0_c0,train
IMG_20260406_114707_r0_c1,white_IMG_20260406_114707,0,1,white,/content/data/roi/white/IMG_20260406_114707_r0_c1.jpg,False,IMG_20260406_114707_r0_c1,train
IMG_20260406_114707_r0_c2,white_IMG_20260406_114707,0,2,white,/content/data/roi/white/IMG_20260406_114707_r0_c2.jpg,False,IMG_20260406_114707_r0_c2,train
IMG_20260406_114707_r1_c0,white_IMG_20260406_114707,1,0,white,/content/data/roi/white/IMG_20260406_114707_r1_c0.jpg,False,IMG_20260406_114707_r1_c0,train
IMG_20260406_114707_r1_c1,white_IMG_20260406_114707,1,1,white,/content/data/roi/white/IMG_20260406_114707_r1_c1.jpg,False,IMG_20260406_114707_r1_c1,train
IMG_20260406_114707_r1_c2,white_IMG_20260406_114707,1,2,white,/content/data/roi/white/IMG_20260406_114707_r1_c2.jpg,False,IMG_20260406_114707_r1_c2,train
IMG_20260406_114707_r2_c0,white_IMG_20260406_114707,2,0,white,/content/data/roi/white/IMG_20260406_114707_r2_c0.jpg,False,IMG_20260406_114707_r2_c0,train
IMG_20260406_114707_r2_c1,white_IMG_20260406_114707,2,1,white,/content/data/roi/white/IMG_20260406_114707_r2_c1.jpg,False,IMG_20260406_114707_r2_c1,train
IMG_20260406_114707_r2_c2,white_IMG_20260406_114707,2,2,white,/content/data/roi/white/IMG_20260406_114707_r2_c2.jpg,False,IMG_20260406_114707_r2_c2,train
IMG_20260406_114714_r0_c0,white_IMG_20260406_114714,0,0,white,/content/data/roi/white/IMG_20260406_114714_r0_c0.jpg,False,IMG_20260406_114714_r0_c0,test
IMG_20260406_114714_r0_c1,white_IMG_20260406_114714,0,1,white,/content/data/roi/white/IMG_20260406_114714_r0_c1.jpg,False,IMG_20260406_114714_r0_c1,test
IMG_20260406_114714_r0_c2,white_IMG_20260406_114714,0,2,white,/content/data/roi/white/IMG_20260406_114714_r0_c2.jpg,False,IMG_20260406_114714_r0_c2,test
IMG_20260406_114714_r1_c0,white_IMG_20260406_114714,1,0,white,/content/data/roi/white/IMG_20260406_114714_r1_c0.jpg,False,IMG_20260406_114714_r1_c0,test
IMG_20260406_114714_r1_c1,white_IMG_20260406_114714,1,1,white,/content/data/roi/white/IMG_20260406_114714_r1_c1.jpg,False,IMG_20260406_114714_r1_c1,test
IMG_20260406_114714_r1_c2,white_IMG_20260406_114714,1,2,white,/content/data/roi/white/IMG_20260406_114714_r1_c2.jpg,False,IMG_20260406_114714_r1_c2,test
IMG_20260406_114714_r2_c0,white_IMG_20260406_114714,2,0,white,/content/data/roi/white/IMG_20260406_114714_r2_c0.jpg,False,IMG_20260406_114714_r2_c0,test
IMG_20260406_114714_r2_c1,white_IMG_20260406_114714,2,1,white,/content/data/roi/white/IMG_20260406_114714_r2_c1.jpg,False,IMG_20260406_114714_r2_c1,test
IMG_20260406_114714_r2_c2,white_IMG_20260406_114714,2,2,white,/content/data/roi/white/IMG_20260406_114714_r2_c2.jpg,False,IMG_20260406_114714_r2_c2,test
IMG_20260406_114744_r0_c0,white_IMG_20260406_114744,0,0,white,/content/data/roi/white/IMG_20260406_114744_r0_c0.jpg,False,IMG_20260406_114744_r0_c0,train
IMG_20260406_114744_r0_c1,white_IMG_20260406_114744,0,1,white,/content/data/roi/white/IMG_20260406_114744_r0_c1.jpg,False,IMG_20260406_114744_r0_c1,train
IMG_20260406_114744_r0_c2,white_IMG_20260406_114744,0,2,white,/content/data/roi/white/IMG_20260406_114744_r0_c2.jpg,False,IMG_20260406_114744_r0_c2,train
IMG_20260406_114744_r1_c0,white_IMG_20260406_114744,1,0,white,/content/data/roi/white/IMG_20260406_114744_r1_c0.jpg,False,IMG_20260406_114744_r1_c0,train
IMG_20260406_114744_r1_c1,white_IMG_20260406_114744,1,1,white,/content/data/roi/white/IMG_20260406_114744_r1_c1.jpg,False,IMG_20260406_114744_r1_c1,train
IMG_20260406_114744_r1_c2,white_IMG_20260406_114744,1,2,white,/content/data/roi/white/IMG_20260406_114744_r1_c2.jpg,False,IMG_20260406_114744_r1_c2,train
IMG_20260406_114744_r2_c0,white_IMG_20260406_114744,2,0,white,/content/data/roi/white/IMG_20260406_114744_r2_c0.jpg,False,IMG_20260406_114744_r2_c0,train
IMG_20260406_114744_r2_c1,white_IMG_20260406_114744,2,1,white,/content/data/roi/white/IMG_20260406_114744_r2_c1.jpg,False,IMG_20260406_114744_r2_c1,train
IMG_20260406_114744_r2_c2,white_IMG_20260406_114744,2,2,white,/content/data/roi/white/IMG_20260406_114744_r2_c2.jpg,False,IMG_20260406_114744_r2_c2,train
IMG_20260406_114943_r0_c0,white_IMG_20260406_114943,0,0,white,/content/data/roi/white/IMG_20260406_114943_r0_c0.jpg,False,IMG_20260406_114943_r0_c0,train
IMG_20260406_114943_r0_c1,white_IMG_20260406_114943,0,1,white,/content/data/roi/white/IMG_20260406_114943_r0_c1.jpg,False,IMG_20260406_114943_r0_c1,train
IMG_20260406_114943_r0_c2,white_IMG_20260406_114943,0,2,white,/content/data/roi/white/IMG_20260406_114943_r0_c2.jpg,False,IMG_20260406_114943_r0_c2,train
IMG_20260406_114943_r1_c0,white_IMG_20260406_114943,1,0,white,/content/data/roi/white/IMG_20260406_114943_r1_c0.jpg,False,IMG_20260406_114943_r1_c0,train
IMG_20260406_114943_r1_c1,white_IMG_20260406_114943,1,1,white,/content/data/roi/white/IMG_20260406_114943_r1_c1.jpg,False,IMG_20260406_114943_r1_c1,train
IMG_20260406_114943_r1_c2,white_IMG_20260406_114943,1,2,white,/content/data/roi/white/IMG_20260406_114943_r1_c2.jpg,False,IMG_20260406_114943_r1_c2,train
IMG_20260406_114943_r2_c0,white_IMG_20260406_114943,2,0,white,/content/data/roi/white/IMG_20260406_114943_r2_c0.jpg,False,IMG_20260406_114943_r2_c0,train
IMG_20260406_114943_r2_c1,white_IMG_20260406_114943,2,1,white,/content/data/roi/white/IMG_20260406_114943_r2_c1.jpg,False,IMG_20260406_114943_r2_c1,train
IMG_20260406_114943_r2_c2,white_IMG_20260406_114943,2,2,white,/content/data/roi/white/IMG_20260406_114943_r2_c2.jpg,False,IMG_20260406_114943_r2_c2,train
IMG_20260406_115015_r0_c0,white_IMG_20260406_115015,0,0,white,/content/data/roi/white/IMG_20260406_115015_r0_c0.jpg,False,IMG_20260406_115015_r0_c0,train
IMG_20260406_115015_r0_c1,white_IMG_20260406_115015,0,1,white,/content/data/roi/white/IMG_20260406_115015_r0_c1.jpg,False,IMG_20260406_115015_r0_c1,train
IMG_20260406_115015_r0_c2,white_IMG_20260406_115015,0,2,white,/content/data/roi/white/IMG_20260406_115015_r0_c2.jpg,False,IMG_20260406_115015_r0_c2,train
IMG_20260406_115015_r1_c0,white_IMG_20260406_115015,1,0,white,/content/data/roi/white/IMG_20260406_115015_r1_c0.jpg,False,IMG_20260406_115015_r1_c0,train
IMG_20260406_115015_r1_c1,white_IMG_20260406_115015,1,1,white,/content/data/roi/white/IMG_20260406_115015_r1_c1.jpg,False,IMG_20260406_115015_r1_c1,train
IMG_20260406_115015_r1_c2,white_IMG_20260406_115015,1,2,white,/content/data/roi/white/IMG_20260406_115015_r1_c2.jpg,False,IMG_20260406_115015_r1_c2,train
IMG_20260406_115015_r2_c0,white_IMG_20260406_115015,2,0,white,/content/data/roi/white/IMG_20260406_115015_r2_c0.jpg,False,IMG_20260406_115015_r2_c0,train
IMG_20260406_115015_r2_c1,white_IMG_20260406_115015,2,1,white,/content/data/roi/white/IMG_20260406_115015_r2_c1.jpg,False,IMG_20260406_115015_r2_c1,train
IMG_20260406_115015_r2_c2,white_IMG_20260406_115015,2,2,white,/content/data/roi/white/IMG_20260406_115015_r2_c2.jpg,False,IMG_20260406_115015_r2_c2,train
IMG_20260406_115023_r0_c0,white_IMG_20260406_115023,0,0,white,/content/data/roi/white/IMG_20260406_115023_r0_c0.jpg,False,IMG_20260406_115023_r0_c0,train
IMG_20260406_115023_r0_c1,white_IMG_20260406_115023,0,1,white,/content/data/roi/white/IMG_20260406_115023_r0_c1.jpg,False,IMG_20260406_115023_r0_c1,train
IMG_20260406_115023_r0_c2,white_IMG_20260406_115023,0,2,white,/content/data/roi/white/IMG_20260406_115023_r0_c2.jpg,False,IMG_20260406_115023_r0_c2,train
IMG_20260406_115023_r1_c0,white_IMG_20260406_115023,1,0,white,/content/data/roi/white/IMG_20260406_115023_r1_c0.jpg,False,IMG_20260406_115023_r1_c0,train
IMG_20260406_115023_r1_c1,white_IMG_20260406_115023,1,1,white,/content/data/roi/white/IMG_20260406_115023_r1_c1.jpg,False,IMG_20260406_115023_r1_c1,train
IMG_20260406_115023_r1_c2,white_IMG_20260406_115023,1,2,white,/content/data/roi/white/IMG_20260406_115023_r1_c2.jpg,False,IMG_20260406_115023_r1_c2,train
IMG_20260406_115023_r2_c0,white_IMG_20260406_115023,2,0,white,/content/data/roi/white/IMG_20260406_115023_r2_c0.jpg,False,IMG_20260406_115023_r2_c0,train
IMG_20260406_115023_r2_c1,white_IMG_20260406_115023,2,1,white,/content/data/roi/white/IMG_20260406_115023_r2_c1.jpg,False,IMG_20260406_115023_r2_c1,train
IMG_20260406_115023_r2_c2,white_IMG_20260406_115023,2,2,white,/content/data/roi/white/IMG_20260406_115023_r2_c2.jpg,False,IMG_20260406_115023_r2_c2,train
IMG_20260406_115059_r0_c0,white_IMG_20260406_115059,0,0,white,/content/data/roi/white/IMG_20260406_115059_r0_c0.jpg,False,IMG_20260406_115059_r0_c0,test
IMG_20260406_115059_r0_c1,white_IMG_20260406_115059,0,1,white,/content/data/roi/white/IMG_20260406_115059_r0_c1.jpg,False,IMG_20260406_115059_r0_c1,test
IMG_20260406_115059_r0_c2,white_IMG_20260406_115059,0,2,white,/content/data/roi/white/IMG_20260406_115059_r0_c2.jpg,False,IMG_20260406_115059_r0_c2,test
IMG_20260406_115059_r1_c0,white_IMG_20260406_115059,1,0,white,/content/data/roi/white/IMG_20260406_115059_r1_c0.jpg,False,IMG_20260406_115059_r1_c0,test
IMG_20260406_115059_r1_c1,white_IMG_20260406_115059,1,1,white,/content/data/roi/white/IMG_20260406_115059_r1_c1.jpg,False,IMG_20260406_115059_r1_c1,test
IMG_20260406_115059_r1_c2,white_IMG_20260406_115059,1,2,white,/content/data/roi/white/IMG_20260406_115059_r1_c2.jpg,False,IMG_20260406_115059_r1_c2,test
IMG_20260406_115059_r2_c0,white_IMG_20260406_115059,2,0,white,/content/data/roi/white/IMG_20260406_115059_r2_c0.jpg,False,IMG_20260406_115059_r2_c0,test
IMG_20260406_115059_r2_c1,white_IMG_20260406_115059,2,1,white,/content/data/roi/white/IMG_20260406_115059_r2_c1.jpg,False,IMG_20260406_115059_r2_c1,test
IMG_20260406_115059_r2_c2,white_IMG_20260406_115059,2,2,white,/content/data/roi/white/IMG_20260406_115059_r2_c2.jpg,False,IMG_20260406_115059_r2_c2,test
IMG_20260406_115202_r0_c0,white_IMG_20260406_115202,0,0,white,/content/data/roi/white/IMG_20260406_115202_r0_c0.jpg,False,IMG_20260406_115202_r0_c0,val
IMG_20260406_115202_r0_c1,white_IMG_20260406_115202,0,1,white,/content/data/roi/white/IMG_20260406_115202_r0_c1.jpg,False,IMG_20260406_115202_r0_c1,val
IMG_20260406_115202_r0_c2,white_IMG_20260406_115202,0,2,white,/content/data/roi/white/IMG_20260406_115202_r0_c2.jpg,False,IMG_20260406_115202_r0_c2,val
IMG_20260406_115202_r1_c0,white_IMG_20260406_115202,1,0,white,/content/data/roi/white/IMG_20260406_115202_r1_c0.jpg,False,IMG_20260406_115202_r1_c0,val
IMG_20260406_115202_r1_c1,white_IMG_20260406_115202,1,1,white,/content/data/roi/white/IMG_20260406_115202_r1_c1.jpg,False,IMG_20260406_115202_r1_c1,val
IMG_20260406_115202_r1_c2,white_IMG_20260406_115202,1,2,white,/content/data/roi/white/IMG_20260406_115202_r1_c2.jpg,False,IMG_20260406_115202_r1_c2,val
IMG_20260406_115202_r2_c0,white_IMG_20260406_115202,2,0,white,/content/data/roi/white/IMG_20260406_115202_r2_c0.jpg,False,IMG_20260406_115202_r2_c0,val
IMG_20260406_115202_r2_c1,white_IMG_20260406_115202,2,1,white,/content/data/roi/white/IMG_20260406_115202_r2_c1.jpg,False,IMG_20260406_115202_r2_c1,val
IMG_20260406_115202_r2_c2,white_IMG_20260406_115202,2,2,white,/content/data/roi/white/IMG_20260406_115202_r2_c2.jpg,False,IMG_20260406_115202_r2_c2,val
IMG_20260406_115213_r0_c0,white_IMG_20260406_115213,0,0,white,/content/data/roi/white/IMG_20260406_115213_r0_c0.jpg,False,IMG_20260406_115213_r0_c0,train
IMG_20260406_115213_r0_c1,white_IMG_20260406_115213,0,1,white,/content/data/roi/white/IMG_20260406_115213_r0_c1.jpg,False,IMG_20260406_115213_r0_c1,train
IMG_20260406_115213_r0_c2,white_IMG_20260406_115213,0,2,white,/content/data/roi/white/IMG_20260406_115213_r0_c2.jpg,False,IMG_20260406_115213_r0_c2,train
IMG_20260406_115213_r1_c0,white_IMG_20260406_115213,1,0,white,/content/data/roi/white/IMG_20260406_115213_r1_c0.jpg,False,IMG_20260406_115213_r1_c0,train
IMG_20260406_115213_r1_c1,white_IMG_20260406_115213,1,1,white,/content/data/roi/white/IMG_20260406_115213_r1_c1.jpg,False,IMG_20260406_115213_r1_c1,train
IMG_20260406_115213_r1_c2,white_IMG_20260406_115213,1,2,white,/content/data/roi/white/IMG_20260406_115213_r1_c2.jpg,False,IMG_20260406_115213_r1_c2,train
IMG_20260406_115213_r2_c0,white_IMG_20260406_115213,2,0,white,/content/data/roi/white/IMG_20260406_115213_r2_c0.jpg,False,IMG_20260406_115213_r2_c0,train
IMG_20260406_115213_r2_c1,white_IMG_20260406_115213,2,1,white,/content/data/roi/white/IMG_20260406_115213_r2_c1.jpg,False,IMG_20260406_115213_r2_c1,train
IMG_20260406_115213_r2_c2,white_IMG_20260406_115213,2,2,white,/content/data/roi/white/IMG_20260406_115213_r2_c2.jpg,False,IMG_20260406_115213_r2_c2,train
IMG_20260406_115244_r0_c0,white_IMG_20260406_115244,0,0,white,/content/data/roi/white/IMG_20260406_115244_r0_c0.jpg,False,IMG_20260406_115244_r0_c0,train
IMG_20260406_115244_r0_c1,white_IMG_20260406_115244,0,1,white,/content/data/roi/white/IMG_20260406_115244_r0_c1.jpg,False,IMG_20260406_115244_r0_c1,train
IMG_20260406_115244_r0_c2,white_IMG_20260406_115244,0,2,white,/content/data/roi/white/IMG_20260406_115244_r0_c2.jpg,False,IMG_20260406_115244_r0_c2,train
IMG_20260406_115244_r1_c0,white_IMG_20260406_115244,1,0,white,/content/data/roi/white/IMG_20260406_115244_r1_c0.jpg,False,IMG_20260406_115244_r1_c0,train
IMG_20260406_115244_r1_c1,white_IMG_20260406_115244,1,1,white,/content/data/roi/white/IMG_20260406_115244_r1_c1.jpg,False,IMG_20260406_115244_r1_c1,train
IMG_20260406_115244_r1_c2,white_IMG_20260406_115244,1,2,white,/content/data/roi/white/IMG_20260406_115244_r1_c2.jpg,False,IMG_20260406_115244_r1_c2,train
IMG_20260406_115244_r2_c0,white_IMG_20260406_115244,2,0,white,/content/data/roi/white/IMG_20260406_115244_r2_c0.jpg,False,IMG_20260406_115244_r2_c0,train
IMG_20260406_115244_r2_c1,white_IMG_20260406_115244,2,1,white,/content/data/roi/white/IMG_20260406_115244_r2_c1.jpg,False,IMG_20260406_115244_r2_c1,train
IMG_20260406_115244_r2_c2,white_IMG_20260406_115244,2,2,white,/content/data/roi/white/IMG_20260406_115244_r2_c2.jpg,False,IMG_20260406_115244_r2_c2,train
IMG_20260406_115610_r0_c0,white_IMG_20260406_115610,0,0,white,/content/data/roi/white/IMG_20260406_115610_r0_c0.jpg,False,IMG_20260406_115610_r0_c0,train
IMG_20260406_115610_r0_c1,white_IMG_20260406_115610,0,1,white,/content/data/roi/white/IMG_20260406_115610_r0_c1.jpg,False,IMG_20260406_115610_r0_c1,train
IMG_20260406_115610_r0_c2,white_IMG_20260406_115610,0,2,white,/content/data/roi/white/IMG_20260406_115610_r0_c2.jpg,False,IMG_20260406_115610_r0_c2,train
IMG_20260406_115610_r1_c0,white_IMG_20260406_115610,1,0,white,/content/data/roi/white/IMG_20260406_115610_r1_c0.jpg,False,IMG_20260406_115610_r1_c0,train
IMG_20260406_115610_r1_c1,white_IMG_20260406_115610,1,1,white,/content/data/roi/white/IMG_20260406_115610_r1_c1.jpg,False,IMG_20260406_115610_r1_c1,train
